aircraft_id,tail_number,manufacturer,model,age
1884,N838AA,BOEING,787,6
1885,N568JB,AIRBUS,A320,21
1886,N14250,BOEING,737 NG,25
1887,N702PS,CANADAIR REGIONAL JET,CRJ,20
1888,N7702A,BOEING,737 NG,20
1889,N8602F,BOEING,737 NG,12
1890,N287NV,AIRBUS,A320,14
1891,N964AN,BOEING,737 NG,23
1892,N528NK,AIRBUS,A319,18
1893,N143AN,AIRBUS,A321,9
1894,N943JT,AIRBUS,A321,10
1895,N910SW,CANADAIR REGIONAL JET,CRJ,23
1896,N877DN,BOEING,737 NG,7
1897,N2737U,BOEING,777,7
1898,N121HQ,EMBRAER,170/175,17
1899,N767SK,CANADAIR REGIONAL JET,CRJ,18
1900,N530EA,CANADAIR REGIONAL JET,CRJ,14
1901,N399DA,BOEING,737 NG,24
1902,N171DN,BOEING,767,34
1903,N293AK,BOEING,737 NG,6
1904,N8526W,BOEING,737 NG,7
1905,N26232,BOEING,737 NG,25
1906,N794SK,CANADAIR REGIONAL JET,CRJ,14
1907,N175SY,EMBRAER,170/175,9
1908,N942AK,BOEING,737 NG,2
1909,N298AK,BOEING,737 NG,5
1910,N77296,BOEING,737 NG,19
1911,N67845,BOEING,737 NG,9
1912,N370NW,AIRBUS,A320,25
1913,N9016,AIRBUS,A319,10
1914,N430UA,AIRBUS,A320,29
1915,N882UA,AIRBUS,A319,19
1916,N254NN,EMBRAER,170/175,7
1917,N347DN,AIRBUS,A321,6
1918,N110SY,EMBRAER,170/175,10
1919,N409WN,BOEING,737 NG,23
1920,N408AS,BOEING,737 NG,12
1921,N33289,BOEING,737 NG,20
1922,N456AN,AIRBUS,A321,2
1923,N905XJ,CANADAIR REGIONAL JET,CRJ,17
1924,N197JB,EMBRAER,190/195,18
1925,N8816Q,BOEING,737 NG,4
1926,N25705,BOEING,737 NG,26
1927,N892UA,AIRBUS,A319,18
1928,N77430,BOEING,737 NG,15
1929,N2846U,BOEING,777,6
1930,N8647A,BOEING,737 NG,10
1931,N7835A,BOEING,737 NG,19
1932,N280AK,BOEING,737 NG,7
1933,N242NN,EMBRAER,170/175,8
1934,N304PQ,CANADAIR REGIONAL JET,CRJ,10
1935,N111ZM,AIRBUS,A321,10
1936,N368NB,AIRBUS,A319,21
1937,N7827A,BOEING,737 NG,21
1938,N412SY,EMBRAER,170/175,2
1939,N23708,BOEING,737 NG,26
1940,N228WN,BOEING,737 NG,19
1941,N111NG,AIRBUS,A220,5
1942,N824NN,BOEING,737 NG,14
1943,N310DN,AIRBUS,A321,8
1944,N210WN,BOEING,737 NG,19
1945,N447YX,EMBRAER,170/175,9
1946,N265NN,EMBRAER,170/175,6
1947,N135HQ,EMBRAER,170/175,16
1948,N263SY,EMBRAER,170/175,6
1949,N312DU,AIRBUS,A220,2
1950,N428WN,BOEING,737 NG,22
1951,N8974C,CANADAIR REGIONAL JET,CRJ,20
1952,N2027J,AIRBUS,A321,5
1953,N832MH,BOEING,767,24
1954,N37545,BOEING,737 NG,2
1955,N828UA,AIRBUS,A319,25
1956,N8792Q,BOEING,737 NG,2
1957,N352DN,AIRBUS,A321,6
1958,N27965,BOEING,787,8
1959,N653NK,AIRBUS,A320,6
1960,N340NB,AIRBUS,A319,22
1961,N879DN,BOEING,737 NG,7
1962,N69804,BOEING,737 NG,11
1963,N656RW,EMBRAER,170/175,19
1964,N812UA,AIRBUS,A319,26
1965,N26215,BOEING,737 NG,26
1966,N899DN,BOEING,737 NG,6
1967,N570WN,BOEING,737 NG,22
1968,N321US,AIRBUS,A320,33
1969,N957NN,BOEING,737 NG,10
1970,N138HQ,EMBRAER,170/175,16
1971,N8755L,BOEING,737 NG,2
1972,N8604K,BOEING,737 NG,12
1973,N819UA,AIRBUS,A319,26
1974,N481AS,BOEING,737 NG,9
1975,N495HA,BOEING,717,19
1976,N728SK,CANADAIR REGIONAL JET,CRJ,19
1977,N936AK,BOEING,737 NG,2
1978,N642VA,AIRBUS,A320,16
1979,N521UW,AIRBUS,A321,15
1980,N250SY,EMBRAER,170/175,8
1981,N244JQ,EMBRAER,170/175,16
1982,N830AN,BOEING,787,7
1983,N7737E,BOEING,737 NG,18
1984,N902WN,BOEING,737 NG,17
1985,N361FR,AIRBUS,A320,5
1986,N835UA,AIRBUS,A319,23
1987,N450AN,AIRBUS,A321,2
1988,N711UW,AIRBUS,A319,25
1989,N242JQ,EMBRAER,170/175,16
1990,N8777Q,BOEING,737 NG,2
1991,N37408,BOEING,737 NG,23
1992,N463SW,CANADAIR REGIONAL JET,CRJ,21
1993,N388FR,AIRBUS,A320,2
1994,N710UW,AIRBUS,A319,25
1995,N8782Q,BOEING,737 NG,2
1996,N861NW,AIRBUS,A330,18
1997,N17262,BOEING,737 NG,3
1998,N8714Q,BOEING,737 NG,7
1999,N923XJ,CANADAIR REGIONAL JET,CRJ,16
2000,N7868K,BOEING,737 NG,19
2001,N478HA,BOEING,717,23
2002,N301DV,AIRBUS,A321,8
2003,N27269,BOEING,737 NG,2
2004,N273AK,BOEING,737 NG,7
2005,N470WN,BOEING,737 NG,20
2006,N653AE,EMBRAER,135/145,23
2007,N320NV,AIRBUS,A319,19
2008,N806NN,BOEING,737 NG,15
2009,N867NN,BOEING,737 NG,13
2010,N967NK,AIRBUS,A320,2
2011,N605LR,CANADAIR REGIONAL JET,CRJ,16
2012,N902DN,BOEING,737 NG,6
2013,N566NN,CANADAIR REGIONAL JET,CRJ,9
2014,N791UA,BOEING,777,27
2015,N213HA,AIRBUS,A321,6
2016,N818AW,AIRBUS,A319,24
2017,N327NV,AIRBUS,A319,19
2018,N33294,BOEING,737 NG,19
2019,N917DU,BOEING,737 NG,5
2020,N8605E,BOEING,737 NG,12
2021,N208WN,BOEING,737 NG,19
2022,N550NN,CANADAIR REGIONAL JET,CRJ,10
2023,N793SK,CANADAIR REGIONAL JET,CRJ,15
2024,N880UA,AIRBUS,A319,19
2025,N62883,BOEING,737 NG,9
2026,N536AS,BOEING,737 NG,12
2027,N529NK,AIRBUS,A319,17
2028,N722YX,EMBRAER,170/175,9
2029,N937AT,BOEING,717,23
2030,N845NN,BOEING,737 NG,14
2031,N319AS,BOEING,737 NG,21
2032,N975AN,BOEING,737 NG,23
2033,N767SW,BOEING,737 NG,24
2034,N929SW,CANADAIR REGIONAL JET,CRJ,22
2035,N344NB,AIRBUS,A319,22
2036,N777QC,BOEING,737 NG,24
2037,N900DU,BOEING,737 NG,6
2038,N890DN,BOEING,737 NG,6
2039,N27511,BOEING,737 NG,6
2040,N812NN,BOEING,737 NG,15
2041,N489HA,BOEING,717,26
2042,N426YX,EMBRAER,170/175,10
2043,N366DX,AIRBUS,A321,5
2044,N349NB,AIRBUS,A319,22
2045,N219NN,EMBRAER,170/175,9
2046,N603NN,CANADAIR REGIONAL JET,CRJ,5
2047,N8809L,BOEING,737 NG,5
2048,N241NV,AIRBUS,A320,24
2049,N651RW,EMBRAER,170/175,19
2050,N900EV,CANADAIR REGIONAL JET,CRJ,22
2051,N37263,BOEING,737 NG,23
2052,N903DN,BOEING,737 NG,6
2053,N404WN,BOEING,737 NG,23
2054,N778AN,BOEING,777,25
2055,N606JB,AIRBUS,A320,19
2056,N976NN,BOEING,737 NG,9
2057,N776XF,AIRBUS,A319,20
2058,N174SY,EMBRAER,170/175,9
2059,N12109,BOEING,757,30
2060,N8986B,CANADAIR REGIONAL JET,CRJ,20
2061,N19141,BOEING,757,24
2062,N431WN,BOEING,737 NG,22
2063,N8832H,BOEING,737 NG,2
2064,N118DY,AIRBUS,A321,3
2065,N681DA,BOEING,757,31
2066,N7880D,BOEING,737 NG,17
2067,N290NV,AIRBUS,A320,20
2068,N343FR,AIRBUS,A320,6
2069,N961DZ,BOEING,737 NG,10
2070,N683DA,BOEING,757,31
2071,N8686A,BOEING,737 NG,8
2072,N591NW,BOEING,757,21
2073,N8665D,BOEING,737 NG,9
2074,N37506,BOEING,737 NG,6
2075,N247WN,BOEING,737 NG,18
2076,N7728D,BOEING,737 NG,18
2077,N704X,BOEING,757,27
2078,N8795L,BOEING,737 NG,2
2079,N29971,BOEING,787,7
2080,N3767,BOEING,737 NG,23
2081,N8928A,CANADAIR REGIONAL JET,CRJ,20
2082,N910AU,AIRBUS,A321,7
2083,N8659D,BOEING,737 NG,9
2084,N900UW,AIRBUS,A321,7
2085,N428AA,AIRBUS,A321,4
2086,N206JB,EMBRAER,190/195,18
2087,N329JB,EMBRAER,190/195,13
2088,N86534,BOEING,737 NG,8
2089,N845UA,AIRBUS,A319,23
2090,N205HA,AIRBUS,A321,6
2091,N505SY,EMBRAER,170/175,3
2092,N285WN,BOEING,737 NG,17
2093,N766SK,CANADAIR REGIONAL JET,CRJ,18
2094,N967JT,AIRBUS,A321,8
2095,N8708Q,BOEING,737 NG,7
2096,N62889,BOEING,737 NG,9
2097,N78005,BOEING,777,26
2098,N8833L,BOEING,737 NG,2
2099,N238WN,BOEING,737 NG,18
2100,N416WN,BOEING,737 NG,23
2101,N627NK,AIRBUS,A320,10
2102,N8614M,BOEING,737 NG,11
2103,N750AN,BOEING,777,23
2104,N904NN,BOEING,737 NG,12
2105,N2250U,BOEING,777,5
2106,N108HQ,EMBRAER,170/175,17
2107,N133SY,EMBRAER,170/175,9
2108,N774AN,BOEING,777,25
2109,N8771D,BOEING,737 NG,2
2110,N706TW,BOEING,757,27
2111,N918US,AIRBUS,A321,9
2112,N834JB,AIRBUS,A320,11
2113,N576NN,CANADAIR REGIONAL JET,CRJ,9
2114,N532AS,BOEING,737 NG,14
2115,N908NN,BOEING,737 NG,12
2116,N774XF,AIRBUS,A319,21
2117,N953AK,BOEING,737 NG,2
2118,N48127,BOEING,757,26
2119,N608NK,AIRBUS,A320,13
2120,N57852,BOEING,757,23
2121,N8838Q,BOEING,737 NG,2
2122,N422WN,BOEING,737 NG,22
2123,N528EG,CANADAIR REGIONAL JET,CRJ,14
2124,N3748Y,BOEING,737 NG,23
2125,N342FR,AIRBUS,A320,6
2126,N905AU,AIRBUS,A321,7
2127,N726YX,EMBRAER,170/175,9
2128,N235WN,BOEING,737 NG,18
2129,N393DN,AIRBUS,A321,5
2130,N877NN,BOEING,737 NG,13
2131,N916DU,BOEING,737 NG,5
2132,N920NN,BOEING,737 NG,11
2133,N932XJ,CANADAIR REGIONAL JET,CRJ,16
2134,N600LR,CANADAIR REGIONAL JET,CRJ,17
2135,N988AL,AIRBUS,A321,8
2136,N17126,BOEING,757,26
2137,N343DN,AIRBUS,A321,6
2138,N783SK,CANADAIR REGIONAL JET,CRJ,15
2139,N207PS,CANADAIR REGIONAL JET,CRJ,21
2140,N906XJ,CANADAIR REGIONAL JET,CRJ,17
2141,N566AS,BOEING,737 NG,17
2142,N906EV,CANADAIR REGIONAL JET,CRJ,22
2143,N903NN,BOEING,737 NG,12
2144,N415WN,BOEING,737 NG,23
2145,N985AT,BOEING,717,23
2146,N69819,BOEING,737 NG,10
2147,N8788L,BOEING,737 NG,2
2148,N605NN,CANADAIR REGIONAL JET,CRJ,5
2149,N633NK,AIRBUS,A320,10
2150,N314PD,BOEING,737 NG,7
2151,N252SY,EMBRAER,170/175,8
2152,N340DN,AIRBUS,A321,6
2153,N131HQ,EMBRAER,170/175,16
2154,N79521,BOEING,737 NG,14
2155,N213UA,BOEING,777,24
2156,N124DX,AIRBUS,A321,3
2157,N710FR,AIRBUS,A321,8
2158,N109HQ,EMBRAER,170/175,17
2159,N658NK,AIRBUS,A321,9
2160,N292AK,BOEING,737 NG,6
2161,N801AW,AIRBUS,A319,26
2162,N418YX,EMBRAER,170/175,11
2163,N506AS,BOEING,737 NG,16
2164,N591JB,AIRBUS,A320,20
2165,N323FR,AIRBUS,A320,7
2166,N435AS,BOEING,737 NG,11
2167,N445WN,BOEING,737 NG,21
2168,N8328A,BOEING,737 NG,12
2169,N136EV,CANADAIR REGIONAL JET,CRJ,15
2170,N8828L,BOEING,737 NG,2
2171,N913NN,BOEING,737 NG,11
2172,N13716,BOEING,737 NG,26
2173,N838UA,AIRBUS,A319,23
2174,N376FR,AIRBUS,A320,4
2175,N529EA,CANADAIR REGIONAL JET,CRJ,14
2176,N339SU,BOEING,737 NG,4
2177,N27276,BOEING,737 NG,5
2178,N87512,BOEING,737 NG,16
2179,N3735D,BOEING,737 NG,24
2180,N487UA,AIRBUS,A320,23
2181,N477AS,BOEING,737 NG,9
2182,N932AE,EMBRAER,135/145,19
2183,N404YX,EMBRAER,170/175,11
2184,N708EV,CANADAIR REGIONAL JET,CRJ,22
2185,N834AA,BOEING,787,6
2186,N498CA,CANADAIR REGIONAL JET,CRJ,21
2187,N87513,BOEING,737 NG,16
2188,N734SA,BOEING,737 NG/MAX,25
2189,N515AE,CANADAIR REGIONAL JET,CRJ,21
2190,N831MH,BOEING,767,24
2191,N773SK,CANADAIR REGIONAL JET,CRJ,18
2192,N264AK,BOEING,737 NG,8
2193,N67812,BOEING,737 NG,10
2194,N2142U,BOEING,777,7
2195,N534UW,AIRBUS,A321,15
2196,N8539V,BOEING,737 NG,7
2197,N234JW,EMBRAER,170/175,8
2198,N244NN,EMBRAER,170/175,8
2199,N491AS,BOEING,737 NG,9
2200,N299NV,AIRBUS,A320,13
2201,N839MH,BOEING,767,23
2202,N309PQ,CANADAIR REGIONAL JET,CRJ,10
2203,N300PQ,CANADAIR REGIONAL JET,CRJ,11
2204,N752SK,CANADAIR REGIONAL JET,CRJ,19
2205,N515SY,EMBRAER,170/175,3
2206,N654AW,AIRBUS,A320,25
2207,N304SY,EMBRAER,170/175,4
2208,N703UW,AIRBUS,A319,26
2209,N906DN,BOEING,737 NG,6
2210,N252NN,EMBRAER,170/175,7
2211,N8826Q,BOEING,737 NG,2
2212,N805UA,AIRBUS,A319,26
2213,N8612K,BOEING,737 NG,11
2214,N78540,BOEING,737 NG,7
2215,N303FR,AIRBUS,A320,8
2216,N963SW,CANADAIR REGIONAL JET,CRJ,21
2217,N750SA,BOEING,737 NG,25
2218,N7747C,BOEING,737 NG,17
2219,N192SY,EMBRAER,170/175,7
2220,N582NW,BOEING,757,22
2221,N813AW,AIRBUS,A319,24
2222,N236JB,EMBRAER,190/195,18
2223,N383FR,AIRBUS,A320,3
2224,N536UW,AIRBUS,A321,15
2225,N14230,BOEING,737 NG,25
2226,N923NN,BOEING,737 NG,11
2227,N506CA,CANADAIR REGIONAL JET,CRJ,21
2228,N477HA,BOEING,717,23
2229,N827JB,AIRBUS,A320,11
2230,N394DL,BOEING,767,29
2231,N336FR,AIRBUS,A320,6
2232,N444WN,BOEING,737 NG,21
2233,N8546V,BOEING,737 NG,7
2234,N580UW,AIRBUS,A321,10
2235,N341FR,AIRBUS,A320,6
2236,N520AS,BOEING,737 NG,15
2237,N634JB,AIRBUS,A320,18
2238,N936AT,BOEING,717,25
2239,N8027D,AIRBUS,A319,9
2240,N8646B,BOEING,737 NG,10
2241,N573NN,CANADAIR REGIONAL JET,CRJ,9
2242,N27239,BOEING,737 NG,25
2243,N363NB,AIRBUS,A319,21
2244,N7866A,BOEING,737 NG,22
2245,N647AW,AIRBUS,A320,27
2246,N8600F,BOEING,737 NG,12
2247,N135NN,AIRBUS,A321,9
2248,N13138,BOEING,757,25
2249,N219WN,BOEING,737 NG,19
2250,N14231,BOEING,737 NG,25
2251,N184GJ,CANADAIR REGIONAL JET,CRJ,16
2252,N2017J,AIRBUS,A321,5
2253,N510DE,AIRBUS,A321,2
2254,N519JB,AIRBUS,A320,23
2255,N214WN,BOEING,737 NG,19
2256,N524JB,AIRBUS,A320,23
2257,N8801Q,BOEING,737 NG,5
2258,N316PF,BOEING,737 NG,7
2259,N214UA,BOEING,777,24
2260,N912NN,BOEING,737 NG,12
2261,N701FR,AIRBUS,A321,9
2262,N820AL,BOEING,787,8
2263,N27258,BOEING,737 NG,3
2264,N975NK,AIRBUS,A320,1
2265,N235FR,AIRBUS,A320,8
2266,N876DN,BOEING,737 NG,7
2267,N436WN,BOEING,737 NG,21
2268,N858DZ,BOEING,737 NG,8
2269,N991NN,BOEING,737 NG,8
2270,N311PQ,CANADAIR REGIONAL JET,CRJ,10
2271,N75861,BOEING,757,23
2272,N123DQ,AIRBUS,A220,5
2273,N7731A,BOEING,737 NG,18
2274,N208AN,EMBRAER,170/175,9
2275,N731SA,BOEING,737 NG/MAX,25
2276,N198DN,BOEING,767,26
2277,N303RE,BOEING,737 NG,6
2278,N817NN,BOEING,737 NG,15
2279,N462AA,AIRBUS,A321,2
2280,N37290,BOEING,737 NG,20
2281,N3749D,BOEING,737 NG,23
2282,N35407,BOEING,737 NG,23
2283,N27503,BOEING,737 NG,6
2284,N523JB,AIRBUS,A320,23
2285,N788SK,CANADAIR REGIONAL JET,CRJ,15
2286,N390HA,AIRBUS,A330,11
2287,N803UA,AIRBUS,A319,27
2288,N613CZ,EMBRAER,170/175,16
2289,N414AL,AIRBUS,A321,4
2290,N202NN,EMBRAER,170/175,9
2291,N8664J,BOEING,737 NG,9
2292,N986SW,CANADAIR REGIONAL JET,CRJ,20
2293,N942AN,BOEING,737 NG,24
2294,N7742B,BOEING,737 NG,17
2295,N702TW,BOEING,757,28
2296,N304DN,AIRBUS,A321,8
2297,N972NN,BOEING,737 NG,9
2298,N17002,BOEING,787,6
2299,N614QX,CANADAIR REGIONAL JET,CRJ,22
2300,N261NV,AIRBUS,A320,15
2301,N240SY,EMBRAER,170/175,8
2302,N819DX,BOEING,757,20
2303,N220NN,EMBRAER,170/175,9
2304,N107DU,AIRBUS,A220,5
2305,N184DN,BOEING,767,31
2306,N355PU,BOEING,737 NG,7
2307,N505NK,AIRBUS,A319,19
2308,N207JQ,EMBRAER,170/175,16
2309,N160AN,AIRBUS,A321,8
2310,N583UW,AIRBUS,A321,10
2311,N37462,BOEING,737 NG,12
2312,N653AW,AIRBUS,A320,25
2313,N587NW,BOEING,757,22
2314,N243NV,AIRBUS,A320,23
2315,N288SY,EMBRAER,170/175,6
2316,N39415,BOEING,737 NG,16
2317,N260WN,BOEING,737 NG,18
2318,N68836,BOEING,737 NG,10
2319,N8518R,BOEING,737 NG,8
2320,N792SK,CANADAIR REGIONAL JET,CRJ,15
2321,N458UA,AIRBUS,A320,24
2322,N77538,BOEING,737 NG,8
2323,N717UW,AIRBUS,A319,25
2324,N548AS,BOEING,737 NG,19
2325,N998NN,BOEING,737 NG,8
2326,N309US,AIRBUS,A320,34
2327,N326FR,AIRBUS,A320,6
2328,N326SJ,BOEING,737 NG,5
2329,N527JL,AIRBUS,A320,23
2330,N557WN,BOEING,737 NG,24
2331,N516DN,AIRBUS,A350,3
2332,N431AN,AIRBUS,A321,3
2333,N924AN,BOEING,737 NG,25
2334,N106SY,EMBRAER,170/175,10
2335,N632NK,AIRBUS,A320,10
2336,N326NB,AIRBUS,A319,23
2337,N347NW,AIRBUS,A320,31
2338,N464AS,BOEING,737 NG,10
2339,N27515,BOEING,737 NG,5
2340,N8305E,BOEING,737 NG,12
2341,N253NN,EMBRAER,170/175,7
2342,N694NK,AIRBUS,A320,6
2343,N8528Q,BOEING,737 NG,7
2344,N773UA,BOEING,777,30
2345,N66814,BOEING,737 NG,10
2346,N801AC,BOEING,787,9
2347,N293NV,AIRBUS,A320,13
2348,N8739L,BOEING,737 NG,5
2349,N67846,BOEING,737 NG,9
2350,N232NV,AIRBUS,A320,24
2351,N833DN,BOEING,737 NG,9
2352,N754AN,BOEING,777,23
2353,N318AS,BOEING,737 NG,21
2354,N568AS,BOEING,737 NG,17
2355,N676NK,AIRBUS,A321,7
2356,N24980,BOEING,787,4
2357,N417WN,BOEING,737 NG,23
2358,N925AN,BOEING,737 NG,25
2359,N504DZ,AIRBUS,A321,2
2360,N461WN,BOEING,737 NG,20
2361,N233NV,AIRBUS,A320,21
2362,N643JB,AIRBUS,A320,18
2363,N901WN,BOEING,737 NG,17
2364,N826MH,BOEING,767,25
2365,N371DA,BOEING,737 NG,26
2366,N8527Q,BOEING,737 NG,7
2367,N526DE,AIRBUS,A321,2
2368,N601UX,EMBRAER,170/175,5
2369,N256SY,EMBRAER,170/175,7
2370,N746YX,EMBRAER,170/175,7
2371,N781AN,BOEING,777,24
2372,N916NK,AIRBUS,A320,5
2373,N549NN,CANADAIR REGIONAL JET,CRJ,10
2374,N120SY,EMBRAER,170/175,10
2375,N312US,AIRBUS,A320,34
2376,N248WN,BOEING,737 NG,18
2377,N124HQ,EMBRAER,170/175,17
2378,N245NV,AIRBUS,A320,23
2379,N463WN,BOEING,737 NG,20
2380,N3065J,AIRBUS,A220,3
2381,N467WN,BOEING,737 NG,20
2382,N685UA,BOEING,767,22
2383,N776SK,CANADAIR REGIONAL JET,CRJ,18
2384,N4901U,AIRBUS,A320,18
2385,N554NN,CANADAIR REGIONAL JET,CRJ,10
2386,N432YX,EMBRAER,170/175,10
2387,N534AE,CANADAIR REGIONAL JET,CRJ,14
2388,N839SK,CANADAIR REGIONAL JET,CRJ,5
2389,N996AT,BOEING,717,22
2390,N942NN,BOEING,737 NG,11
2391,N509DT,AIRBUS,A321,2
2392,N348FR,AIRBUS,A320,5
2393,N771SK,CANADAIR REGIONAL JET,CRJ,18
2394,N8509U,BOEING,737 NG,8
2395,N8626B,BOEING,737 NG,10
2396,N147PQ,CANADAIR REGIONAL JET,CRJ,17
2397,N67052,BOEING,767,24
2398,N787AL,BOEING,777,24
2399,N199UW,AIRBUS,A321,11
2400,N348DN,AIRBUS,A321,6
2401,N418DX,AIRBUS,A330,2
2402,N554UW,AIRBUS,A321,13
2403,N517AS,BOEING,737 NG,16
2404,N265AK,BOEING,737 NG,8
2405,N769US,AIRBUS,A319,24
2406,N8744B,BOEING,737 NG,5
2407,N937NN,BOEING,737 NG,11
2408,N647RW,EMBRAER,170/175,19
2409,N12238,BOEING,737 NG,25
2410,N8717M,BOEING,737 NG,6
2411,N206SY,EMBRAER,170/175,7
2412,N624NK,AIRBUS,A320,11
2413,N805NN,BOEING,737 NG,15
2414,N7752B,BOEING,737 NG,16
2415,N809NN,BOEING,737 NG,15
2416,N304JB,EMBRAER,190/195,15
2417,N739YX,EMBRAER,170/175,8
2418,N66808,BOEING,737 NG,11
2419,N515DN,AIRBUS,A350,4
2420,N624UX,EMBRAER,170/175,5
2421,N456UA,AIRBUS,A320,25
2422,N119DU,AIRBUS,A220,5
2423,N836DN,BOEING,737 NG,9
2424,N770AN,BOEING,777,26
2425,N830UA,AIRBUS,A319,24
2426,N3762Y,BOEING,737 NG,23
2427,N518AE,CANADAIR REGIONAL JET,CRJ,21
2428,N655RW,EMBRAER,170/175,19
2429,N355NB,AIRBUS,A319,22
2430,N8697C,BOEING,737 NG,8
2431,N387FR,AIRBUS,A320,3
2432,N604UX,EMBRAER,170/175,5
2433,N8794Q,BOEING,737 NG,2
2434,N894UA,AIRBUS,A319,18
2435,N709BR,CANADAIR REGIONAL JET,CRJ,21
2436,N395HA,AIRBUS,A330,11
2437,N116DU,AIRBUS,A220,5
2438,N586AS,BOEING,737 NG,17
2439,N276SY,EMBRAER,170/175,6
2440,N124AA,AIRBUS,A321,10
2441,N208JQ,EMBRAER,170/175,16
2442,N210UA,BOEING,777,25
2443,N457AS,BOEING,737 NG,10
2444,N87507,BOEING,737 NG,16
2445,N956WN,BOEING,737 NG,13
2446,N288NV,AIRBUS,A320,14
2447,N774SK,CANADAIR REGIONAL JET,CRJ,18
2448,N337FR,AIRBUS,A320,6
2449,N409AA,AIRBUS,A321,5
2450,N118NN,AIRBUS,A321,10
2451,N8629A,BOEING,737 NG,10
2452,N7877H,BOEING,737 NG,19
2453,N956JT,AIRBUS,A321,9
2454,N502SY,EMBRAER,170/175,3
2455,N905NK,AIRBUS,A320,8
2456,N475UA,AIRBUS,A320,23
2457,N947AN,BOEING,737 NG,24
2458,N947SW,CANADAIR REGIONAL JET,CRJ,21
2459,N618UX,EMBRAER,170/175,5
2460,N17133,BOEING,757,26
2461,N492AS,BOEING,737 NG,9
2462,N8663A,BOEING,737 NG,9
2463,N812NW,AIRBUS,A330,18
2464,N410YX,EMBRAER,170/175,11
2465,N76010,BOEING,777,25
2466,N324US,AIRBUS,A320,33
2467,N37413,BOEING,737 NG,17
2468,N824AW,AIRBUS,A319,23
2469,N75410,BOEING,737 NG,23
2470,N651AW,AIRBUS,A320,26
2471,N296NV,AIRBUS,A320,18
2472,N77543,BOEING,737 NG,2
2473,N223JS,CANADAIR REGIONAL JET,CRJ,20
2474,N417YX,EMBRAER,170/175,11
2475,N790AN,BOEING,777,24
2476,N8830Q,BOEING,737 NG,1
2477,N777AN,BOEING,777,25
2478,N708FR,AIRBUS,A321,8
2479,N78002,BOEING,777,26
2480,N363FR,AIRBUS,A320,5
2481,N537EA,CANADAIR REGIONAL JET,CRJ,14
2482,N849UA,AIRBUS,A319,22
2483,N107US,AIRBUS,A320,25
2484,N990AU,AIRBUS,A321,8
2485,N808UA,AIRBUS,A319,26
2486,N518AS,BOEING,737 NG,15
2487,N403DX,AIRBUS,A330,5
2488,N930XJ,CANADAIR REGIONAL JET,CRJ,16
2489,N789AN,BOEING,777,24
2490,N238NV,AIRBUS,A320,21
2491,N37542,BOEING,737 NG,2
2492,N54711,BOEING,737 NG,26
2493,N152UW,AIRBUS,A321,11
2494,N9011P,AIRBUS,A319,11
2495,N3740C,BOEING,737 NG,24
2496,N9022G,AIRBUS,A319,10
2497,N368NW,AIRBUS,A320,25
2498,N171DZ,BOEING,767,26
2499,N767AJ,BOEING,777,18
2500,N730AN,BOEING,777,10
2501,N962SW,CANADAIR REGIONAL JET,CRJ,21
2502,N957WN,BOEING,737 NG,13
2503,N206NV,AIRBUS,A320,12
2504,N478AS,BOEING,737 NG,9
2505,N507DZ,AIRBUS,A321,2
2506,N8903A,CANADAIR REGIONAL JET,CRJ,20
2507,N779SK,CANADAIR REGIONAL JET,CRJ,15
2508,N81449,BOEING,737 NG,12
2509,N331DN,AIRBUS,A321,7
2510,N461AS,BOEING,737 NG,10
2511,N500AE,CANADAIR REGIONAL JET,CRJ,23
2512,N511DN,AIRBUS,A350,6
2513,N794AN,BOEING,777,24
2514,N525AE,CANADAIR REGIONAL JET,CRJ,14
2515,N973JT,AIRBUS,A321,6
2516,N933XJ,CANADAIR REGIONAL JET,CRJ,16
2517,N344FR,AIRBUS,A320,6
2518,N585JB,AIRBUS,A320,20
2519,N8808Q,BOEING,737 NG,5
2520,N125SY,EMBRAER,170/175,10
2521,N341RW,BOEING,737 NG,6
2522,N937AN,BOEING,737 NG,24
2523,N17264,BOEING,737 NG,3
2524,N912DU,BOEING,737 NG,6
2525,N462UA,AIRBUS,A320,24
2526,N832AA,BOEING,787,7
2527,N274NV,AIRBUS,A320,17
2528,N640NK,AIRBUS,A320,9
2529,N59053,BOEING,767,24
2530,N458AL,AIRBUS,A321,2
2531,N558UW,AIRBUS,A321,12
2532,N8650F,BOEING,737 NG,10
2533,N927NK,AIRBUS,A320,5
2534,N557AS,BOEING,737 NG,18
2535,N7727A,BOEING,737 NG,18
2536,N979JT,AIRBUS,A321,7
2537,N9010R,AIRBUS,A319,11
2538,N988NN,BOEING,737 NG,8
2539,N526NK,AIRBUS,A319,18
2540,N864RW,EMBRAER,170/175,18
2541,N725YX,EMBRAER,170/175,9
2542,N57864,BOEING,757,23
2543,N481WN,BOEING,737 NG,20
2544,N401YX,EMBRAER,170/175,11
2545,N8620H,BOEING,737 NG,11
2546,N29968,BOEING,787,8
2547,N607AT,BOEING,717,24
2548,N2352U,BOEING,777,4
2549,N954AT,BOEING,717,24
2550,N988AT,BOEING,717,23
2551,N716EV,CANADAIR REGIONAL JET,CRJ,21
2552,N843UA,AIRBUS,A319,23
2553,N612AS,BOEING,737 NG,25
2554,N859NW,AIRBUS,A330,18
2555,N904AA,AIRBUS,A321,7
2556,N586JB,AIRBUS,A320,20
